fen,dataset_next_move,side_to_move,stockfish_bestmove,score_before,score_after,delta
1rb2bnr/1pNnk2p/pq2pp1B/2p3p1/P2p4/1P1P3P/2P1PPP1/R1QK1BNR b - - 1 12,g8h6,black,g8h6,628,603,-25
r6q/1p2k3/p1p1ppQ1/2Pp2b1/1P6/P2KP3/R4PPP/2Bb1B1R w - - 4 25,d3d2,white,d3d2,332,305,-27
rnbq1knr/N1pp1p1p/1p6/6p1/P1P1p3/1P2b1P1/1B1PPP1P/R2QKBNR w KQ - 0 9,a7c8,white,f2e3,572,531,-41
r1bqk2r/1pp1n1b1/p1n1p1p1/5p1p/2PP1PP1/N2P3P/PP1QBK2/R1B3NR w kq - 0 12,g4h5,white,g4h5,-146,-140,6
1rbq4/p2pkpbr/1pp1np2/7p/1P6/2P2P1P/P2PP3/RNB1KB1R w KQ - 0 18,b4b5,white,e2e4,-699,-716,-17
rn1qkb1r/p3ppp1/1p5p/8/P1Pp2b1/2P2Qn1/1P2K1PP/RNB2BNR w q - 1 14,h2g3,white,h2g3,-422,-411,11
rnbq1bnr/p2kp1p1/2p5/1Q1p1p1p/1P2P3/N1pP2PN/P4P1P/R1B1KB1R w KQ - 1 11,b5a4,white,b5a4,169,173,4
1rb2kr1/pp1pbpp1/1q5p/1N2p2P/1n3P2/2PP3R/PP2NKP1/R1B4Q w - - 1 18,b5d4,white,b5d4,-193,-154,39
rn2kbnr/p2q1pp1/1ppp3p/4p3/P1P5/2Q5/RP1PPPPP/1NBK1B1R b kq - 1 8,a7a5,black,g8f6,117,122,5
1n1q1bnr/3kp1pp/r2p4/ppp2p2/PP1P4/3B3P/2PNKPb1/RNBQ3R b - - 2 11,a5b4,black,a5b4,106,99,-7
rnb1k1nr/3p2pp/3b4/ppp1pp1R/P3PPP1/N2P4/1PP1K3/R1BQ1BN1 b kq - 1 10,b8c6,black,b8c6,-683,-674,9
r3k1nr/pp1bNp1p/n5p1/1Ppp4/4pP2/P1PP1q2/RQ2P1PP/2B1KBNR w Kkq - 5 16,e2f3,white,e2f3,792,744,-48
rn2k2b/pb3p2/1ppp1npr/1N5p/P3PPq1/1P1P4/2PQB1PP/R1B1K1R1 w Qq - 11 20,b5d6,white,b5d6,512,518,6
1nb1kbnr/r2qp1pp/Bp1p1p2/2p1P3/8/PP3P2/R1PPQ1PP/1NB2KNR w - - 1 12,a6b5,white,a6b5,250,240,-10
rnb1kbnr/1pp1ppp1/8/pq1p4/3PNP1p/8/PPP1P1PP/R1BQKBNR w Kkq - 3 7,e4c3,white,e4c3,20,17,-3
2bqkb2/r1p2ppr/pp1p3p/2P2N1n/1P1np1P1/P3P3/N2Q1PBP/1RB1K1R1 b - - 0 18,d4f5,black,d4f5,-72,-63,9
4kbnr/1pp3p1/rQnp1p2/6NP/1q2p3/PPNP1P2/4P2P/2BK1B1R w - - 3 25,b6b4,white,b6b4,83,82,-1
rn2kb1r/pb1p1p1p/1q4p1/1N2p3/P1p2PnP/1P5B/2PPP3/R1BQ1KNR b kq - 0 10,b6f2,black,b6f2,99999,100000,1
rnQ2b2/4p1k1/p3r3/1pp1N1pp/3Pp1n1/P3P3/1P3PBP/RKB4R w - - 0 23,c8e6,white,c8e6,1098,1183,85
rnb1kb1r/p2ppp1p/6pn/2p5/2p4P/1Q3P1R/qP1PP1P1/RNBK1BN1 w kq - 0 8,b3a2,white,b3a2,598,540,-58
r1bq1rk1/p2pppbp/Q1p3pn/1p6/7P/1nPP1N1R/P3PPP1/RNB1KB2 w Q - 2 12,a2b3,white,a2b3,-430,-428,2
2rqkbnr/1pp2ppp/2n5/3pp3/P4P2/2P5/1P1PP1PP/R1BQKBNR w KQ - 1 8,e2e3,white,e2e3,178,168,-10
2bqkbnr/rpppp1p1/7p/p4pn1/2P3P1/1PN4N/P2PP1BP/R1BQ1K1R w k - 0 9,g4f5,white,g4f5,101,104,3
rnbk3r/1pp1pp1p/p4npb/3p2P1/N2P4/qP2K3/PBP1PP1P/R2Q1BNR w - - 9 12,b2a3,white,b2a3,580,582,2
r1q1kbr1/p1p2pp1/npbpp3/6Pp/2P1n3/1P2P2P/P2B1P2/RN1QKBNR w q - 2 15,g5g6,white,g5g6,-253,-263,-10
4kb2/1rpqppr1/b2p4/Pp4P1/1B1N1PP1/2PP1B2/P3K2R/RN6 b - - 0 24,d6d5,black,d6d5,-45,-67,-22
r1bNk2r/p1p1p1b1/Qpn1q3/3P1p2/1P1P1npp/N3P1P1/P4P1P/R1B1KB1R w Kq - 0 19,d8e6,white,d8e6,563,559,-4
1nrqk1nr/p1pp1ppp/2b1B3/1p6/1b3P2/1P2P1P1/P1PPK2P/RNBQ2NR b k - 0 9,d7e6,black,d7e6,442,437,-5
2bqk2r/r1p2p1p/p1n4b/1p1pp1pn/1PB1N2P/P2PP3/2P2PPN/R1BQK2R b KQk - 1 13,g5g4,black,g5g4,128,129,1
rnbqkb1r/p4ppp/3p1n2/1pp5/2P1p1P1/2Q5/PP1PPP1P/RNB1KBNR w KQkq - 0 8,g4g5,white,g4g5,-66,-53,13
2bk1bn1/4pppr/7p/2rp4/2pPPP2/P6P/1b4PR/2NK1B2 b - - 0 21,b2d4,black,b2d4,858,850,-8
r1b1kr2/1p2q1pp/3ppp2/p1P1N3/P2P1Pn1/b5PP/nP2P3/2BQKBR1 b q - 0 17,a3b4,black,a3b4,659,640,-19
rn2kb1r/ppp1qppn/7B/3pP1PN/P3b3/1P3P1P/2P1PK2/RN1Q1B1R w kq - 0 15,h5g7,white,h5g7,116,131,15
r2qkb2/2N1pppr/np1p1n2/6Bp/1p1P1N1P/2P2b2/P2KPPP1/1R1Q1B1R b q - 0 13,d8c7,black,d8c7,104,95,-9
rn1qkbnr/pp2p1pp/2p2p2/3p1b2/PP5P/N7/2PPPPP1/R1BQKBNR w KQkq - 1 6,c2c3,white,e2e3,-58,-63,-5
2rqkbnr/p1p1pp2/1p4p1/1P2n2p/2RNpP1P/1QP5/P2P2P1/R1B1KB2 b Q - 2 22,e5c4,black,e5c4,169,180,11
1rbq1bn1/ppp1ppp1/n6r/4k2p/3p2P1/1P1PB2P/P1P1PP2/RNQ1KBNR w KQ - 3 10,g1f3,white,g1f3,337,349,12
rnb1kr2/3pn1B1/pP2p1p1/q1Q4p/P1P1Pp2/R2P2P1/5P1P/1N1K1BNR b q - 0 17,a5c5,black,a5c5,382,379,-3
1rbqkbnr/2p1pppp/1pn5/p2p4/PP3P2/2PP4/R3P1PP/1NBQKBNR b Kk - 2 6,a5b4,black,a5b4,188,180,-8
r2q1bnr/1b1npk1p/pNp2p2/3p4/3P1Pp1/7N/PPPKP1PP/R1BQ1BR1 w - - 2 16,b6a8,white,b6a8,105,113,8
r1bqk2r/pppppp1p/B5p1/n5b1/3PP2n/2P2PP1/PPQ4P/RNB2KNR b kq - 10 12,g5c1,black,g5c1,78,68,-10
Q1b1k1nr/2nqpp2/2p3pb/1p1Pp2p/2B4P/8/PPPB1PP1/RN1K2NR b k - 0 11,c7a8,black,c7a8,522,516,-6
r2B3r/p1q1b3/2n1kN2/1p1pp2p/3P2bp/1P4PB/P1P2P2/1R2K2R w K - 0 24,d8c7,white,d8c7,-466,-458,8
r1k4r/pq3pbn/b1n2N1p/6pP/p1ppP1P1/1P5B/R1P1KP2/2B2QNR w - - 4 23,a2a4,white,a2a4,-517,-541,-24
rnb1k2r/2bp1p2/p6p/1p1P1PP1/1QP1p3/4P1nB/8/BRNK2NR b kq - 1 22,g3h1,black,g3h1,-583,-616,-33
rn2kbnr/4ppp1/b1pp3p/pp2PN1Q/2PN3P/8/PP1P1Pq1/R1B1KB1R b KQkq - 1 11,g2h1,black,g2h1,326,318,-8
r1bqkb1r/pppppp2/2n4p/6pP/2nP4/PP3N2/2P1PPPR/RNBQKB2 w Qkq - 0 8,b3c4,white,b3c4,328,340,12
r1b1kb2/2pqn3/p6p/1pP1p3/P3r1p1/1P1PPp2/2R2PPP/1N1KBBNR b q - 1 24,f3g2,black,b5a4,618,598,-20
rn1q1k1r/p1pp4/3P3p/2bb1pp1/RPB2P2/1PP2N1P/2K3P1/1NB3R1 b - - 6 24,d5e4,black,d5e4,470,472,2
1rbk1b1r/4ppq1/p1np4/1pP3pp/6PN/PPP1n1Q1/R4P1P/1N2KB1R b K - 4 19,e3f1,black,e3f1,628,628,0
1r1q1bnr/pb3ppp/3p4/P1p2k2/Np3P1P/1P6/n1PPQ1P1/1NB1K2R w - - 0 20,g2g4,white,g2g4,885,99987,99102
1rbqkbn1/ppp1pp1r/2n3pp/3p4/PP3B2/3P3N/2P1PPPP/RN1QKBR1 b Q - 0 8,e7e5,black,e7e5,216,223,7
r1b1k2r/pppn1ppp/4p2n/5P2/Pb1p4/N1PP2P1/4P1P1/R1BQKBNR b KQkq - 5 11,d4c3,black,d4c3,-499,-494,5
1nbk2n1/r1pp1pr1/p1PQ1q2/1p6/1B2P1P1/N3PP1N/PPK3Bb/R6R b - - 0 23,h2d6,black,h2d6,529,516,-13
N2qb1nr/p1P1p1bp/3pkp2/1Bn3p1/Q3PP2/Pp6/1B1PK1PP/R5NR w - - 3 18,c7d8n,white,c7d8n,99999,100000,1
2n1k2r/r1pN1p1p/pp1pp1p1/5PPQ/1Pq4P/B3K3/P1PP2PR/1R3B2 b k - 0 20,c4a2,black,c4c2,-457,-547,-90
1nbk1br1/2ppn2p/1p3p2/3P4/5B2/8/rPP1N3/R2Q1K2 w - - 2 22,a1a2,white,a1a2,329,327,-2
2b2bnr/r2qkB2/p1pp1p1p/4n1p1/2P1P3/Np1PKP1N/PP2R1PP/R1BQ4 b - - 0 20,e7f7,black,e7f7,369,351,-18
1nbq2r1/1p3kpp/2pb1p1n/p2pP3/5PPP/QrP1P3/PP1BK1B1/RN4NR w - - 3 15,a3b3,white,a3b3,296,282,-14
rn3bkr/p1p2p1p/b4q1n/1p1pPp2/2PN4/P2P2Pp/3Q4/R3KBNR w - - 1 22,e5f6,white,e5f6,877,893,16
rnbq1b2/1pppkpr1/1P2pn2/3PB1pp/p4PP1/N3P3/P1P1K2P/R2Q1BNR b - - 2 15,f6d5,black,f6d5,-97,-105,-8
rnbqkbn1/1p1pp1p1/7r/p1pN1p1p/1P5P/5BP1/P1PPPP2/R1BQK1NR b KQq - 0 8,e7e6,black,e7e6,-3,10,13
r1bn3r/1p2np1p/1k5q/p2pp1p1/P1P1P1P1/1Q1PNP1B/2NRKb1P/2B4R b - - 11 25,b6a7,black,b6a7,-258,-279,-21
2q1kb2/r3p3/np5n/1Pp1PppP/p2p3P/P2P4/2PB1Pb1/RN2K2R b Q - 0 20,c8e6,black,c8e6,766,786,20
r1b2b2/q2nk1r1/1p4pn/p1pp1p1p/1PQpPPPP/P1P5/1B2B2R/RN1K2N1 w - - 7 23,e4d5,white,e4d5,-179,-181,-2
3qkbr1/rb4pp/ppp3n1/B3p3/P2pP1K1/1P1BQ2P/2PPNPP1/R2N3R b - - 0 22,d4e3,black,d4e3,611,588,-23
rnbq1b2/3pkpp1/1p3n1r/p1p1p3/P1P2PPp/1P3N1P/R1QPPK1R/1NB2B2 w - - 2 13,g4g5,white,f4e5,353,339,-14
2b4r/1rppn3/Bp1k2pp/n1b1p1PQ/1P2P1P1/4R3/1P1P3P/1NB1K3 w - - 0 25,b4c5,white,b4c5,526,524,-2
2b2bnr/r4k2/np1pp1pp/1qpP1p1P/pP1Q2P1/B1P1KP2/P3PNB1/R5NR w - - 0 18,h5g6,white,h5g6,311,276,-35
r1bqk2r/p1pp1pp1/n6p/P1b1p2n/p1PN3P/8/1P1PPPP1/1NBQKBR1 w kq - 2 9,g2g4,white,d4f5,-480,-493,-13
rn2k1nr/pp2p2p/3pBppb/4Q3/2p5/2NP2P1/1PP1PP1P/q1B1K1NR b kq - 0 13,a1c1,black,a1c1,808,840,32
rnbqkbr1/pp2pppp/2pp4/8/4nN2/5P2/PPPPP1PP/RNBQKB1R w KQq - 0 6,f3e4,white,f3e4,331,327,-4
N1b2br1/p1pp2pp/4k3/qpn1p3/3P1P2/P1P1n3/RP4PP/2Q3KR b - - 1 24,e5d4,black,e5f4,407,410,3
rnbk4/1pp2pr1/p1q1p3/P1Ppb1pp/5PPN/R3n2P/1B1PP3/1N4KR b - - 3 25,e5b2,black,e5b2,877,890,13
r2qkbnr/ppp1pppp/3p4/5b2/n7/NQP4N/PP1PPPPP/R1B1KB1R b Kkq - 4 6,a4c5,black,a4c5,70,75,5
r3kbnr/p5pp/n7/qpBbpP2/1PP2P2/P2P3P/6PR/RN1QKBN1 b Qkq - 0 12,a6b4,black,a6b4,-246,-282,-36
rnb1k1nr/pppp1pp1/8/4p1qp/P2P3P/4bN2/1PPQPPPR/RNB1KB2 w Qkq - 0 9,h4g5,white,h4g5,547,542,-5
rQbqkb1r/3p3p/p1p1pp1n/2n2PpP/2p3P1/N7/PP1PP3/R1B1KBNR b KQkq - 1 17,a8b8,black,a8b8,811,792,-19
rnb1kbnr/pp1p2pp/q4p2/4p3/8/1N3P2/PPPPP1PP/RNBQKB1R w KQkq - 3 7,e2e4,white,e2e4,283,287,4
rq3bnr/4kpp1/ppn1b2p/2Ppp3/PP6/2B1QP1N/2P1P1PP/RN2KB1R w KQ - 1 11,e3c1,white,b4b5,-125,-138,-13
r1Bn1k2/5p1r/p6n/qp2p1p1/Pb3PPp/2NPP2P/1PPKN3/1RBQ2R1 w - - 1 22,c8f5,white,c8f5,429,425,-4
rnbqkbn1/ppp1p2r/3p1p1p/6p1/1P6/2PPP2P/P4PP1/RNBQKBNR w KQq - 1 6,f1e2,white,f1e2,141,129,-12
r1bN1k1r/1p2b1p1/n4n2/P1ppp2p/P5pP/5P1B/R1PPP3/1NBQK1R1 w - - 1 15,h3g2,white,h3g2,388,385,-3
r1bqk1nr/B1pp1pp1/n2bp2p/pp6/7P/2NP4/PPP1PPPR/R1Q1KBN1 w Qkq - 6 8,a7d4,white,c3b5,-391,-447,-56
2b1qbnr/prppkppp/1pn1p3/7P/3P1P2/P7/1PP1PKP1/RNBQ1BNR w - - 1 8,e2e4,white,e2e4,152,162,10
3qkb1r/4ppp1/2ppb2p/r3nn2/ppPP4/NB2PPP1/4K2P/RQB3NR b k - 3 16,a4b3,black,a4b3,465,462,-3
rnb1qb2/p3p1pr/2p3nk/5p2/P2P1PpP/2PP2P1/R2KN3/3Q1BNR w - - 3 24,g1h3,white,h4h5,-225,-243,-18
rnb1k2r/pp2ppbp/1qpp2Nn/6p1/P1P5/R4P2/1P1PP1PP/1NBQKB1R w Kkq - 3 8,g6h8,white,g6h8,266,259,-7
rnq1k2r/2ppb2p/bp3n2/4pp2/8/P1NP1NP1/RPP1PP1R/3QKB2 b kq - 3 12,d7d5,black,d7d5,319,300,-19
rn3Nn1/2q5/p2b1k1r/1pB1R1pp/2Q5/7N/PPP1PPP1/4KBR1 b - - 0 21,b5c4,black,b5c4,232,267,35
rnb2b2/pp2k1pr/5p1p/Ppp1p3/P1P5/4n2N/3PPPPP/2B1KB1R w K - 0 14,f2e3,white,f2e3,-574,-575,-1
r1bqk2r/p1p1bp2/n1npp1pp/1p5P/3NP1P1/N6B/P1PP1P1R/R1BQK3 b Qkq - 0 12,c6d4,black,c6d4,341,353,12
r1k2bnr/pppqppp1/2n1b2p/3p4/N2P2P1/4P2N/PPPQ1P1P/R1B1KB1R w KQ - 3 8,f2f3,white,f2f3,92,100,8
r1k1n1r1/5ppp/n5b1/1p6/pPP1Pp2/b2P2PP/1R3KQ1/q1B2BNR b - - 0 25,a1c1,black,a1c1,696,655,-41
rnbk1bnr/1q1pp2p/ppp5/5P2/8/3P2pP/PPPKNPPR/RNBQ1B2 b - - 0 11,g3h2,black,g3h2,543,542,-1
rnb1k1nr/pp1p1p1p/B1p3p1/q1bPp3/8/2P1P2N/PP3PPP/RNBQK2R b KQkq - 0 6,b8a6,black,a5a6,274,278,4
rnbqkb1r/3ppp2/5n1p/pppB2p1/4P3/N6N/PPPP1PPP/R1BQ1R1K b kq - 1 7,f6d5,black,f6d5,-66,-74,-8
4rb1r/1ppqppp1/n2kb3/P1n4P/2p2P2/N3P3/P2P3P/2RQKBNR b K - 2 17,c7c6,black,c7c6,231,240,9
rnb2k1r/1ppq2pp/B3pp1n/p1bpP2P/5PP1/P1N5/1PPP1R2/R1BQK1N1 b Q - 0 11,c5f2,black,c5f2,381,416,35
r2kbr2/3nbp2/ppP3p1/4p1qp/2P4P/1B2nPP1/P2P4/RNB1K1NR b - - 0 24,g5g3,black,g5g3,803,814,11
1nb2b1r/r3ppp1/p1p1k3/1pPq2np/4p1P1/1P1B3P/PBNPKP1R/R6Q w - - 2 18,c2d4,white,c2d4,-472,-445,27
3r1bnr/pp3k1p/Q1P2p2/5bB1/PqPNp3/6PP/N4P2/R2K1B1R b - - 0 21,d8d4,black,d8d4,879,958,79
1r1k3r/1b2b3/Q3p1p1/2qp1n1p/5p1P/P1PPPNPR/1B3P2/RN2KB2 w - - 2 25,a6e6,white,a6a4,154,116,-38
1nb3nr/3r1kbp/2B1p3/p4pP1/PPpp4/2NP2PP/R2BN3/2Q2RK1 b - - 0 21,b8c6,black,b8c6,-525,-489,36
1nb2r2/2ppnQpk/1r6/1p2p1P1/pP3P2/P2P4/1P2PK2/RNB2BN1 w - - 3 18,f7f8,white,f7e7,721,724,3
r1b1kbr1/ppn1pppp/2p2n2/Q2pq3/PBPP1PP1/7P/1P2B3/RN1K2NR w - - 7 14,d4e5,white,d4e5,422,422,0
r2n1q1r/pbp1kn2/7b/1p2Pp1p/P1P5/4Pp2/1P2B1PP/RNBK2NR w - - 0 25,g1f3,white,g1f3,-551,-611,-60
1r1k2n1/p4pp1/bp2p3/P2p1np1/4P3/2PPr3/3B1Pq1/RN2K1NB w - - 1 21,d2e3,white,d2e3,-861,-897,-36
r1bk3r/p2ppp1p/n4b1n/1p2P1NP/1P1p1B2/P2q1PP1/R1P3B1/1N1K3R w - - 1 25,c2d3,white,c2d3,111,102,-9
3k1b1r/rp3ppp/B1p5/P1npp3/1Q1P4/N1P1PP1P/P7/R1B1KnNR b - - 0 16,c5d7,black,c5d3,-743,-795,-52
1rb1kbnr/p1pp1p1p/2n1pqp1/1p6/P1P2P2/NQ1PB1PP/1P1KP3/R4BNR w k - 3 12,a4b5,white,a4b5,214,219,5
2r1k1nr/pp2pp1p/3qb1p1/1n1p4/1P1p2PN/P1P1bP2/2Q1P2P/RNB1KB1R w KQk - 1 16,h4g2,white,h4g2,-344,-381,-37
4rb2/ppq1pk1r/2p1b2p/3p1p2/1P1PPpP1/n6N/P2K2BP/R1BRQ3 b - - 11 25,f5g4,black,f5e4,300,273,-27
rn3bnr/p2bpk2/q2p2pp/1p3P2/2p1PP2/PQPP3B/1P5P/RNB1K1NR w - - 0 15,b3d1,white,f5g6,243,239,-4
rnb1k1nr/q2p2p1/p1p4p/1p3p2/2B1p3/bP2PP1N/R1PPN1PP/2BQ1RK1 w kq - 4 13,c1a3,white,c1a3,349,375,26
rn3bn1/1p1kpPpr/p1p5/5bBp/P3B1Q1/3q4/RPP2P1P/5KNR w - - 0 19,c2d3,white,e4d3,908,889,-19
q2kbn1r/2p3bp/4pp1n/1p2N1P1/2BPp2P/p7/PPNK2P1/R1BQ3R w - - 0 23,g5h6,white,g5h6,286,297,11
1k1r2nr/p4ppp/np4Q1/3p1qP1/1bP1p3/P1N5/R2PPR2/2B1K1N1 b - - 1 16,f5g6,black,f5g6,617,591,-26
2kr2r1/pb2q1b1/2p1pp1n/1p1p4/1PPPPp1p/N6P/P3BKPN/B3R1R1 b - - 1 24,d5e4,black,d5c4,714,676,-38
1nb2bnr/3pp1pp/2rk4/ppp1N3/2B1Pp1P/1QNPB1P1/PP3P2/R3K1R1 w Q - 4 17,c3b5,white,c3b5,99998,99999,1
rnbqkr2/2pp2p1/pp1b4/3P1p1p/2B2pP1/N3P3/P1P1K1P1/R1BQ2NR w q - 0 16,g4h5,white,g4h5,195,213,18
r2qk1n1/p1ppn3/b6r/1p4p1/1b2P3/5p1P/PBPP4/RNQ1KBNR w Qq - 2 15,g1f3,white,g1f3,-169,-179,-10
r1b1qb1r/2ppk3/p3p2p/Pp1P1p2/1P1BP1np/R4KPR/2P5/1N2Q1N1 w - - 0 24,d4h8,white,d4h8,119,119,0
rnB2bnr/1pk5/3pp2P/1P6/p1P1p1pP/2Bq4/P3QP2/RN3KNR b - - 5 24,h8h6,black,h8h6,-14,-13,1
2bqkbr1/Q1pp1p2/r1n2n2/p3p3/2P2p1P/2NPP3/PP3PP1/R3KB1R b KQ - 1 15,a6a7,black,a6a7,875,870,-5
r1bqkb1r/p1p1pn1Q/1p6/3p2p1/4pP2/6PB/PPPPK2P/RNB1n1NR b kq f3 0 12,h8h7,black,e4f3,650,603,-47
rnbqkbr1/ppppppp1/7p/8/P3PPP1/1P1B1n2/2PP3P/RNBQK1NR w KQq - 2 7,g1f3,white,d1f3,474,491,17
rqb1k2r/3p2p1/np1bPn1p/2p1Qp2/p1P1PP2/PP4PP/R2N2B1/1NB1K1R1 w - - 1 20,e5f5,white,e5f5,393,441,48
b5nr/2p1kpp1/ppp1p3/P2q1P1p/2P1P3/6PN/1P1P1KB1/R1B4R b - - 0 25,d5d4,black,d5d4,318,307,-11
rn2kbnr/1Bq1p3/pp1pPp2/2p2P1p/2P5/P1N5/1P1PK1PP/R1B3NR b kq - 0 16,c7b7,black,c7b7,576,569,-7
rnb4r/p1ppkp1p/1p2p1pn/2b3P1/8/PPPPB2q/4PP1P/RN2KB1R w KQ - 0 13,e3c5,white,e3c5,-457,-456,1
1r3bnr/p1pb2p1/1p5k/PP1p1p1B/1n1p3q/3PP3/2PQ1PPP/RNB1K1R1 w - - 6 21,a5b6,white,h5f3,-374,-360,14
r2kq1nr/ppp1p1b1/n4p2/1P3P1p/4p1p1/3PB1PP/P1P2P2/R2NKBNR b KQ - 1 19,e8b5,black,a6b4,518,522,4
rnb1kbnr/p5pp/2p5/1p1p1p2/3P1pP1/N1P4P/PP2PP1q/1RB1KBNR b Kkq g3 0 9,h2h1,black,h2h1,823,826,3
1nb1k2r/1pppBppp/r3pn2/P7/6P1/2NP1P2/P1P1P2P/R2QKBNR w KQk - 3 10,e7f6,white,e7f6,861,865,4
r4b1r/pp3k1p/2pp2p1/2Q1pP2/P6q/2PP4/1P2N1R1/R1BK4 w - - 0 25,f5g6,white,f5g6,322,343,21
1rb1k1nr/pppq1ppp/2N5/2bp4/4pnP1/5P1P/PPPPP3/RNBQKB1R w k - 0 11,c6b8,white,c6b8,-7,18,25
r3k3/1npp2pr/b3pp2/1p2q2p/pQ4P1/PPP1PPPR/3P1KB1/RNB3N1 b q - 0 20,b7c5,black,b7c5,-334,-337,-3
2r1kbnr/2pqp3/3p3p/1Pp3P1/P6R/1R1PpPPN/b7/2nQK2B w k - 0 24,b3a3,white,b3c3,-336,-354,-18
rnbqkb1r/ppppp2n/7p/1B3p2/P3Pp1P/8/1PPP2P1/RNBQK1NR b KQkq - 1 7,h7f6,black,h7f6,-48,-50,-2
1rbq1rn1/3pk1b1/n7/ppp1Pp1p/P1P2PpP/4PR2/QP1BK1PR/1N3BN1 w - - 0 22,c4b5,white,c4b5,-218,-262,-44
r1b4r/ppP1kN2/3p1ppp/2p1p2n/2PnP1P1/2B1K2B/5P1P/5QR1 b - - 1 25,h5f4,black,h5f4,-355,-373,-18
r1bqkb1r/pppp1p1n/n3p1p1/7Q/8/PP1PP3/2PKBPPP/RNB3NR w kq - 0 9,h5e5,white,h5e5,101,104,3
r1b1k1r1/2np1p1Q/1pq1p2b/2p5/p2Pn1P1/N1P2N2/PP2PP2/1RB1KB1R w q - 1 21,h7g8,white,h7g8,759,727,-32
3k2r1/r2Nb1pp/ppB1b3/2p1p2P/P1npnPQ1/3P4/1PP1P2R/R1BK2N1 w - - 1 26,g4e6,white,g4e6,917,926,9
rnq1kb1r/p1p2N1p/1p1ppnp1/3N4/1P6/2PP3P/P2KPP2/R1BQ1B1R b - - 0 11,e8f7,black,e8f7,-189,-172,17
rnbk1b2/4p1p1/pp3n1r/2pp3p/2P2P1P/1PB1P3/3P2P1/qN2KBNR w K - 0 13,c3a1,white,c3a1,-513,-504,9
r3qbnr/2p3pp/3kbp2/pP1p4/n1Pp3N/4BP2/RP1NP1PP/1Q2KB1R b K - 1 18,d4e3,black,d4e3,267,275,8
1rbq2r1/2nkp2p/pppp3b/N4Np1/6n1/2P2PP1/PP1PP1BP/R1BQK1R1 b Q - 1 15,b6a5,black,b6a5,-279,-290,-11
2bqkb1r/n1pppppp/1p4Q1/r7/p2P2n1/2N4P/PPP1PPP1/1RB1KBNR w Kk - 10 10,g6g4,white,g6g4,367,359,-8
rn3bnr/pb1pkp1p/1p2p2p/3p4/P1QP1P2/RPP3q1/4P1BR/3K4 w - - 1 21,c4c7,white,c4c7,-728,-728,0
3qk1nr/3pn3/r2b4/pppBp2p/1P1P3p/P1P1P1P1/1B3K2/RN1b3R w k - 2 22,d5e4,white,h1d1,-811,-872,-61
1nb2b1k/rp1p2p1/p6n/1rpPp2p/P1P1PP2/2q3P1/1P5P/1RBK1BNR b - - 5 22,c3d4,black,c3d4,693,698,5
rnbq1br1/p1pkp2Q/1p1p4/6pp/1PP5/N2P2n1/P3NPPP/1RB1KB1R b K - 3 21,g8g7,black,g8g7,186,199,13
rnbqkb1r/p1p1pppp/8/1p1N4/P1PP4/5Nn1/1P2PPPP/R1BQKB1R b KQkq - 0 6,g3h1,black,g3h1,-103,-90,13
1n1q2kr/1ppb1p1p/r3p3/p2p2Pn/2PPP1P1/b6P/3BK1B1/RN3QNR b - - 0 15,h5g3,black,h5g3,550,535,-15
r2q2nr/Q3pkb1/n1p3b1/3p1ppp/PpP5/1P1P1P2/4P1PP/RNBNKB1R w K - 0 17,a7f2,white,a7f2,-427,-403,24
r1bq1bnr/p2kp3/n2p1pp1/1R6/1P2PP1p/1P4PN/2p2K1P/1NB1QB1R b - - 1 16,c2b1q,black,c2b1q,596,589,-7
r1bq2nr/ppp1k1pp/8/4pp2/2Bp4/NQ4P1/PPPP1n1P/R1B1K1NR b KQ - 1 11,f2h1,black,f2h1,104,99,-5
r1bq3r/1pppkppp/pb2pn2/n5B1/2P1P1P1/N2P1P1P/PP2B3/R2QK1NR b KQ - 4 10,h7h6,black,a5c6,-51,-56,-5
1rb1q1n1/p1pp1pkr/1pn4b/6p1/4p3/1PP3Pp/P2PPPN1/RN2KB1R w Q - 0 18,g2e3,white,g2e3,-863,-884,-21
bn1q1bnr/r1pkp2p/6p1/pp6/NPpP2p1/1Q2BP2/P3P2P/2R1KBNR w K - 0 17,b3b2,white,b3b2,-217,-239,-22
1q1k2nr/r1p3b1/b1n2p1p/ppNp4/P5pP/1P1pPPP1/R1P3KR/1QB2BN1 w - - 0 24,c5e6,white,c5e6,254,287,33
rnb4r/p2k1pp1/1ppppn2/1BP4P/4P3/5P2/P2b1K1P/RNB3NR b - - 0 15,d2c1,black,d2c1,671,661,-10
rq2k1r1/pbpp1npp/4p3/1p2np2/1b1P2PP/P2Q3N/RPPNPP2/2B1KB1R w Kq - 2 16,d4e5,white,d4e5,67,61,-6
rnq1k1nr/3pp1b1/7p/1ppP1p2/1p3N2/P1P2Pp1/1B2P1PP/Rb2KB1R b KQkq - 1 19,b4c3,black,g7c3,819,739,-80
r1b2bnr/p1p1q3/npPpkp1p/4p1p1/P6P/1RNP1P2/1P2PKP1/2B1QBNR w - - 4 14,d3d4,white,e2e4,232,222,-10
2bqkb1r/4pp1p/1p2N3/Pp1p2p1/2pP4/5P2/2PKP2n/RNBQ1B1R w k - 0 19,e6d8,white,e6d8,739,752,13
1rbqkb1r/2pppp2/p1n1N3/1p4pP/3P3P/2P3n1/PP2PP2/RNBQKB1R w Qk - 0 13,e6d8,white,e6d8,580,542,-38
